,ms name,language,date,contents
1462,Sachau 168; Staatsbibliothek zu Berlin 221,Syriac,"1,743 CE","['Timothy Isaac, bishop of Amid, Syriac Grammar']"
1463,Sachau 169; Staatsbibliothek zu Berlin 61,Syriac,"1,882 CE","['f. 15r-28r On the Judgment of Adam and Eve and the serpent', 'f. 28v-42v On the Sabbath day and on the mysteries and types which our Lord visibly depicted', 'f. 43r-62r On the mysteries and types which were depicted about the resurrection in the seven days of creation', 'f. 62v-73v On the searching of the seers about the entrance of the Messiah for the future comfort and expectation to take all the peoples into His dawn which is for our salvation', 'f. 74r-87r On the vision Moses saw on Mt. Sinai', 'f. 87v-107v On the revelation of the Messiah, our Lord, and the repayment of our debts and our freedom from sin through the his venerable governance', 'f. 108r-121r\xa0On the signs and wonders and living words of our Lord and our God, the Messiah, for the establishment of the teaching of complete life for by His entrance he was given for the human race', 'f. 121v-136r On the rest of the living words of our Lord and our savior, Jesus the Messiah, our hope', 'f. 136v-149v On the words of the living hope of the Messiah', 'f. 165v- He shows that the confession of the Messiah is true by the briging forth of its affairs to fruition and it is fitting for the church', 'f. 180r-192r On the resurrection of the body from nature as well as the book', 'f. 192v-206v On the soul and its certainty and changing', 'f. 207r-219v On the future life and repayment which is expected by the lifegiving entrance of our savior']"
1464,Sachau 174; Staatsbibliothek zu Berlin 57,Syriac,"1,881 CE","['f. 3v-19v Narsai, The first memra for the Sunday of Hope:\xa0On the divine revelations which were for Abraham', 'f. 20r-36v Narsai, Another memra for the [Sunday] of Hope', 'f. 37r-48r Narsai, Memra on the birth of our Lord\nf. 37r-46r Memra\nf. 46v-48r Sogitha of Mary and the Magi', 'f. 37r-46r Memra', 'f. 46v-48r Sogitha of Mary and the Magi', 'f. 48v-60v Narsai, Memra of the remembrance of Lady Mary the blessed\nf. 48v-58v Memra\nf. 59r-60v Sogitha of the Angel and Mary', 'f. 48v-58v Memra', 'f. 59r-60v Sogitha of the Angel and Mary', 'f. 61r-72v Narsai, Memra of the festival of the Epiphany of our Lord\nf. 61r-70v Memra\nf. 71r-72v Sogitha between John the Baptist and Christ', 'f. 61r-70v Memra', 'f. 71r-72v Sogitha between John the Baptist and Christ', 'f. 73r-85r Narsai,\xa0Memra of Mar John the Baptist [This manuscript ends at f. 79v and continues with Sachau 175]\nf. 73r-83r Memra\nf. 83v-85r Sogitha of the synagogue, John, the church, and Herod', 'f. 73r-83r Memra', 'f. 83v-85r Sogitha of the synagogue, John, the church, and Herod']"
1465,sachau 175; Staatsbibliothek zu Berlin 57,Syriac,"1,881 CE","['f. 73r-85r Narsai, Memra of Mar John the Baptist [This manuscript begins at f. 81r]\nf. 73r-83r Memra\nf. 83v-85r Sogitha of the synagogue, John, the church, and Herod', 'f. 73r-83r Memra', 'f. 83v-85r Sogitha of the synagogue, John, the church, and Herod', 'f. 85v-98r Narsai, Memra of Peter and Paul', 'f. 98v-107r\xa0Narsai, Memra on the apostolic Evangelists', 'f. 107v-112v Narsai, Commemoration of Mar Stephen', 'f. 113r-129r Narsai, Memra of the Fathers, Doctors Diodore, Theodore and Nestorius\nf. 113r-127v Memra\nf. 128r-129r Sogitha between Cyril and Nestorius', 'f. 113r-127v Memra', 'f. 128r-129r Sogitha between Cyril and Nestorius', 'f. 129v-137v Narsai, Memra for the 40-day fast', 'f. 138r-149v Narsai, Memra on the generation of our Lord\nf. 138r-147v Memra\nf. 148r-149v Sogitha between Cain and Abel', 'f. 138r-147v Memra', 'f. 148r-149v Sogitha between Cain and Abel', 'f. 150r-159v Narsai, Memra of Hosannas [Palm Sunday]', 'f. 160r-168r Narsai, Another memra\xa0of Hosannas [Palm Sunday]', 'f. 168v-175r Narsai, Another\xa0memra\xa0of Hosannas [Palm Sunday]\nf. 168v-173r Memra\nf. 173v-175r Sogitha between Christ and the Pharisees', 'f. 168v-173r Memra', 'f. 173v-175r Sogitha between Christ and the Pharisees', 'f. 175v-182v Narsai, Memra for Holy Thursday [Continues on Sachau 176]']"
1466,Sachau 176; Staatsbibliothek zu Berlin 57,Syriac,"1,881 CE","['f. 175v-182v Narsai, Memra for Holy Thursday [Continued from Sachau 175]', 'f. 183r-190r Narsai, Another memra on the administration of the Messiah which is in body and on His passion and crucifixion', 'f. 190v-198v Narsai, Another memra on the thief and it is said on Holy Week', 'f. 199r-208r Narsai, Memra on the mysteries of the church and on Baptism', 'f. 208v-217r Narsai, Memra on the Great Sunday of the Resurrection\nf. 208v-215r Memra\nf. 215v-217r Sogitha between the Cherub and Thief', 'f. 208v-215r Memra', 'f. 215v-217r Sogitha between the Cherub and Thief', 'f. 217v-230r Narsai, Memra on the Friday of the confessors\nf. 217v-228r Memra\nf. 228v-230r Sogitha between the kings and martyrs', 'f. 217v-228r Memra', 'f. 228v-230r Sogitha between the kings and martyrs', 'f. 230v-239r\xa0Narsai, Memra on Hannaniah, and Azariah, and Mishael', 'f. 239v-246v Narsai, Memra on the day of the Ascension o four Lord to heaven', 'f. 247r-255r Narsai, Memra on the feast day of pentecost', 'f. 255v-261v David Scholasticus, Memra on the discovery of the cross', 'f. 263r-269r David Scholasticus [?], Memra for the consecration of the church', 'f. 269r-270r Colophon']"
1467,Sachau 216; Staatsbibliothek zu Berlin 93,Syriac,"1,882 CE","['f. 5v-31r Elijah of Nisibis, Grammar', ""f. 31v-215v John Bar Zo'bi, Large Grammar"", ""f. 215v-226r John Bar Zo'bi, Metrical Grammar"", ""f. 226r-226v John Bar Zo'bi,\xa0Short description of Syriac punctuation points"", 'f. 226v-231r A philosophical poem\xa0in seven-syllable meter', 'f. 231r-235r A riddle with the answer in seven-syllable meter', 'f. 235r-240v An overview about the whole formation of Syriac grammar from the stem ܒܙ', 'f. 240v-242v Signature']"
1468,Sachau 220; Staatsbibliothek zu Berlin 28,Syriac,800 CE,"['Syrian Orthodox Homiliary; For an ordered breakdown, see the Sachau entry above\nBasil, f. 9\nGregory Nazianzus, f. 3, 4, 26, 28\nGregory of Nyssa, f. 6\nEpiphanius, f. 17\nJohn Chrysostom, f. 8, 9, 12, 13, 20, 24, 28, 32, 36, 41, 43, 47\nCyril of Alexandria, f. 13, 15, 17, 49, 50\nProclus of Constantinople, f. 40, 41\nJacob of Sarug, f. 10, 11, 29\nSeverus of Antioch, f. 10-12, 24, 26, 35, 43, 48\nPantoleon Presbyter Byzantinus, f. 48\nTheodotus the bishop of Ancyra, f. 6\nAntipater of Bostra, f. 29', 'Basil, f. 9', 'Gregory Nazianzus, f. 3, 4, 26, 28', 'Gregory of Nyssa, f. 6', 'Epiphanius, f. 17', 'John Chrysostom, f. 8, 9, 12, 13, 20, 24, 28, 32, 36, 41, 43, 47', 'Cyril of Alexandria, f. 13, 15, 17, 49, 50', 'Proclus of Constantinople, f. 40, 41', 'Jacob of Sarug, f. 10, 11, 29', 'Severus of Antioch, f. 10-12, 24, 26, 35, 43, 48', 'Pantoleon Presbyter Byzantinus, f. 48', 'Theodotus the bishop of Ancyra, f. 6', 'Antipater of Bostra, f. 29']"
1469,Sachau 222; Staatsbibliothek zu Berlin 75,Syriac,"1,881 CE","[""Saints' Lives and Martyrdoms""]"
1470,Sachau 302; Staatsbibliothek zu Berlin 27,Syriac,600 CE,"['f. 1-9r Selections of the work of Mark the Monk (Includes the tractate against the Melchizedekians)', 'f. 9r-11v Another work of Mark the Monk, on Malchus', 'f. 11v-13v Letter of St. Anthony to the monks of all the East', 'f. 13v-16r Letter of John of Thebes', 'f. 16r-19v Letter of Jacob the Seer', 'f. 19v-21v Memra of John Chrysostom on Repentance', 'f. 21v-22r Ephrem Syrus, from the Memra against Bardaisan', 'f. 22r-29v Evagrius Ponticus, Teaching and correction for the solitary brothers in the wilderness', 'f. 30r-41v Evagrius Ponticus, On the perfection of Disciplines', 'f. 41v-42v Evagrius Ponticus,\xa0Asceticon', 'f. 42v-54v Evagrius Ponticus,\xa0Antirhetikos']"
1471,Sachau 309; Staatsbibliothek zu Berlin 62,Syriac,"1,600 CE","[""f. 25r-222v Emmanuel of Dayra 'Ellayta, Hexaemeron""]"
1472,Sachau 311; Staatsbibliothek zu Berlin 81,Syriac,"1,883 CE","[""Isho'dad of Merv, Commentary on the New Testament\nf. 1v-4r Introduction\nf. 4v-73v\xa0Matthew\nf. 74r-85v Mark\nf. 86r-119v\xa0Luke\nf. 120r-163v John\nf. 164r-187v Acts of the Apostle\nf. 188r-188v\xa0James\nf. 189r-v 1 Peter\nf. 190r 1 John\nf. 190v-205r Romans\nf. 205v-221v\xa01 Corinthians\nf. 222r-229r 2 Corinthians\nf. 229v-233v Galatians\nf. 234r-238v Ephesians\nf. 239r-241v Philippians\nf. 242r-246v Colossians\nf. 247r-248r 1 Thessalonians\nf. 248v-249v 2 Thessalonians\nf. 250r-253v 1 Timothy\nf. 254r-255r 2 Timothy\nf. 255v Titus\nf. 256r Philemon\nf. 256v-269r Hebrews"", 'f. 1v-4r Introduction', 'f. 4v-73v\xa0Matthew', 'f. 74r-85v Mark', 'f. 86r-119v\xa0Luke', 'f. 120r-163v John', 'f. 164r-187v Acts of the Apostle', 'f. 188r-188v\xa0James', 'f. 189r-v 1 Peter', 'f. 190r 1 John', 'f. 190v-205r Romans', 'f. 205v-221v\xa01 Corinthians', 'f. 222r-229r 2 Corinthians', 'f. 229v-233v Galatians', 'f. 234r-238v Ephesians', 'f. 239r-241v Philippians', 'f. 242r-246v Colossians', 'f. 247r-248r 1 Thessalonians', 'f. 248v-249v 2 Thessalonians', 'f. 250r-253v 1 Timothy', 'f. 254r-255r 2 Timothy', 'f. 255v Titus', 'f. 256r Philemon', 'f. 256v-269r Hebrews', 'f. 269v Colophon']"
1473,Sachau 312; Staatsbibliothek zu Berlin 83,Syriac,"1,680 CE","[""f. 1v-41v 'Abdisho',\xa0The Book of the pearl; on the faith of Christianity\nf. 1v Introduction\nf. 3v-8r\xa0Part 1\nf. 8v-12v Part 2\nf. 13r-23v Part 3\nf. 24r-32r Part 4\nf. 33v-41v Part 5"", 'f. 1v Introduction', 'f. 3v-8r\xa0Part 1', 'f. 8v-12v Part 2', 'f. 13r-23v Part 3', 'f. 24r-32r Part 4', 'f. 33v-41v Part 5', ""f. 44r-63r Catalogue of Ecclesiastical Writings of 'Abdisho'""]"
1474,Sachau 328; Staatsbibliothek zu Berlin 99,Syriac,"1,880 CE",['Syriac Grammar Book']
1475,Sachau 347; Staatsbibliothek zu Berlin 291,"Arabic, Torānī","1,800 CE","[""Beginning of the history of the seven travelers of Sinbad's\xa0of the seafarer""]"
1476,Sachau 355; Staatsbibliothek zu Berlin 18,Syriac,"1,400 CE",['Ḥudrā']
1477,Sachau 39; Staatsbibliothek zu Berlin 223,"Garshuni, Syriac","1,777 CE","['f. 1-68v Timothy Isaac, Grammar', 'f. 69v-108r Bishop Rizqallāh, Elementary Grammar', 'f. 114v-121v Miscellaneous\nf. 114v Arabic not of the writer\nf. 115r-120v An Arabic school book for teaching elementary grammar\nf. 120v Short excerpt of a verse-homily in Syriac\nf. 121r Seven syllable verse for the evening of Good\xa0Friday', 'f. 114v Arabic not of the writer', 'f. 115r-120v An Arabic school book for teaching elementary grammar', 'f. 120v Short excerpt of a verse-homily in Syriac', 'f. 121r Seven syllable verse for the evening of Good\xa0Friday', 'f. 122r-124r A calendar of holy days of the year according to the order of Jacob of Edessa']"
1478,Sachau 67; Staatsbibliothek zu Berlin 115,Garshuni,"1,600 CE",['Dialogue between Elijah of Nisibis and the Vizier Abulkāsim Al-Ḥusaini']
1479,Sachau 72; Staatsbibliothek zu Berlin 69,Syriac,"1,600 CE","['f. 3-6 Philosophical poem in 7-syllable meter', 'f. 8r fragment, unidentified', ""f. 8v-13v Aesop's fables"", 'f. 14r-14v fragment, About church discipline', 'f. 14v-21v The canons of the synods', 'f. 22r-31v Ephrem Syrus, Memra on his own death', 'f. 31v Fragment, Madrasha on the misery of man', 'f. 32-40v A collection of riddles', 'f. 40v-41r\xa0Deacon Ṣlībā, 12-syllable strophes', 'f. 42r-47r Grammatical inflections from ܒܙ', 'f. 47v-57r Lexical matters', 'f. 57v-61v Khamis bar Qardahe, Short poems', 'f. 62r-62v More riddles in 12-syllable meter', ""f. 63r-66v John bar Zo'bi, Philosophical text"", ""f. 66v Excerpt of the book of Canons of aequilitteris of 'Endnīšo' and Ḥunain"", 'f. 67r-90v various', ""f. 91r-100b John bar Zo'bi, poem""]"
1480,Sachau 98; Staatsbibliothek zu Berlin 262,"Garshuni, Syriac","1,700 CE","['f. 1r-6v\xa0Liturgical texts for the consecration of objects of worship', ""f. 7r-16v Portion of the Qur'an"", 'f. 17r-18v The end of a metrical homily on Monks in 12-syllable meter (Syriac)', 'f. 18v-27v A homily on how the work of one monk is seen by a particular angel', 'f. 28r-32r A homily on the world and its vanity', 'f. 32v-68v A writing on the interpretation of each letter of the Arabic alphabet']"
1481,Schøyen Ms 1911/2,Mandaic,600 CE,['Incantation Bowl']
1482,Schøyen Ms 1928/54,"Middle Persian, Syriac",600 CE,['Christian Incantation Bowl']
1483,Sinai Mf UCL Syriaque 113,Syriac,"1,300 CE",['Euchologion']
1484,Sinai Mf UCL Syriaque 140,Syriac,Unknown,['Euchologion; Rite of Baptism']
1485,Sinai Mf UCL Syriaque 99,Syriac,Unknown,['Euchologion']
1486,Sinai Syr. 1,Syriac,"1,127 CE",['Lectionary of the Gospels']
1487,Sinai Syr. 10,Syriac,700 CE,"['Homilies and extracts of various Fathers\nAmbrose of Milan, Jacob of Sarug, Theophilus of Alexandria, John Chrysostom, Proclus of Constantinople, Ephrem, Cyril of Alexandria, Anastasius of Antioch, Isaac, Timothy, Epiphanius, Cornelius', 'Ambrose of Milan, Jacob of Sarug, Theophilus of Alexandria, John Chrysostom, Proclus of Constantinople, Ephrem, Cyril of Alexandria, Anastasius of Antioch, Isaac, Timothy, Epiphanius, Cornelius']"
1488,Sinai Syr. 100,Syriac,"1,300 CE","['Lectionary; Acts, Epistles']"
1489,Sinai Syr. 101,Syriac,"1,382 CE",['The Psalms']
1490,Sinai Syr. 102,Syriac,"1,327 CE",['Psalms']
1491,Sinai Syr. 103,Syriac,"1,235 CE",['Psalms']
1492,Sinai Syr. 105,Syriac,"1,300 CE",['Menaion (9 Elul - 12 Tesrin II)']
1493,Sinai Syr. 106,Syriac,"1,300 CE",['Horologion']
1494,Sinai Syr. 109,Syriac,"1,300 CE",['Euchologion']
1495,Sinai Syr. 11,Syriac,800 CE,['The four Gospels according to the Peshitta version']
1496,Sinai Syr. 110,Syriac,"1,300 CE",['Menaion']
1497,Sinai Syr. 111,Syriac,"1,203 CE",['Kanonarion: Office for the Feast day of St. Elijah']
1498,Sinai Syr. 112,Syriac,"1,235 CE",['Psalter']
1499,Sinai Syr. 114,"Arabic, Syriac","1,620 CE",['Euchologion']
1500,Sinai Syr. 115,Syriac,"1,300 CE",['Euchologion']
1501,Sinai Syr. 116,Syriac,"1,283 CE",['Horologion']
1502,Sinai Syr. 117,Syriac,"1,300 CE",['Euchologion']
1503,Sinai Syr. 118,Syriac,"1,300 CE",['Sticherarion']
1504,Sinai Syr. 119,Syriac,"1,300 CE",['[Liturgical]']
1505,Sinai Syr. 12,Syriac,600 CE,['The Gospel of Luke according to the Peshitta version']
1506,Sinai Syr. 120,Syriac,"1,100 CE","['Lectionary; Acts, Epistles']"
1507,Sinai Syr. 121,Syriac,"1,232 CE",['Pslams']
1508,Sinai Syr. 122,Syriac,"1,300 CE",['Hirmologion']
1509,Sinai Syr. 123,Syriac,"1,287 CE",['Euchologion']
1510,Sinai Syr. 124,Syriac,"1,188 CE",['Psalms']
1511,Sinai Syr. 125,Syriac,"1,300 CE",['[Psalms and Cantica]']
1512,Sinai Syr. 126,Syriac,"1,300 CE",['Anthologion']
1513,Sinai Syr. 127,Syriac,"1,300 CE",['[Liturgical]']
1514,Sinai Syr. 128,Syriac,"1,229 CE",['Psalms']
1515,Sinai Syr. 129,"Arabic, Syriac","1,255 CE",['Typikon (according to Jerusalem use) of St. Sabas']
1516,Sinai Syr. 13,Syriac,"1,100 CE",['Lections from the Gospels and Epistles']
1517,Sinai Syr. 130,Syriac,"1,300 CE",['Horologion']
1518,Sinai Syr. 131,Syriac,"1,242 CE",['Kanonarion']
1519,Sinai Syr. 132,Syriac,"1,300 CE",['Lectionary (Old Testament) for Lent and Feasts[?]']
1520,Sinai Syr. 133,Syriac,"1,300 CE",['Sticherarion']
1521,Sinai Syr. 134,Syriac,"1,300 CE","['Gospels\nMatthew\nMark', 'Matthew', 'Mark']"
1522,Sinai Syr. 135,Syriac,"1,200 CE",['Four Gospels']
1523,Sinai Syr. 136,Syriac,"1,200 CE",['Typikon of St. Sabas']
1524,Sinai Syr. 137,Syriac,"1,300 CE",['[Liturgical]']
1525,Sinai Syr. 138,Syriac,"1,300 CE","['[Liturgical]. Prayers for Christmas, and Makarismoi']"
1526,Sinai Syr. 139,Syriac,"1,300 CE",['Psalms']
1527,Sinai Syr. 14,Syriac,900 CE,"['Patristica et Profana: Extracts from Macarius, Isaac, Gregory Nazianzus', 'Sayings of philosophers\nThemistius, Plato, Aristotle, Life of St. Dionysius, Serapion, Julius of Rome, Justin', 'Themistius, Plato, Aristotle, Life of St. Dionysius, Serapion, Julius of Rome, Justin']"
1528,Sinai Syr. 141,Syriac,"1,300 CE",['Horologion <Hirmologion>']
1529,Sinai Syr. 142,Syriac,"1,300 CE",['Horologion']
1530,Sinai Syr. 143,Syriac,"1,230 CE",['Psalms']
1531,Sinai Syr. 145,Syriac,"1,188 CE",['Four Gospels']
1532,Sinai Syr. 146,Syriac,"1,188 CE",['Kanonarion']
1533,Sinai Syr. 147,Syriac,"1,300 CE",['[Liturgical]']
1534,Sinai Syr. 148,Syriac,"1,300 CE",['Sticherarion']
1535,Sinai Syr. 149,Syriac,"1,300 CE",['Psalms']
1536,Sinai Syr. 15,Syriac,700 CE,"['Acts, Catholic Epistles, Pauline Epistles']"
1537,Sinai Syr. 151,Syriac,"1,233 CE",['Horologion']
1538,Sinai Syr. 152,Syriac,"1,300 CE",['Euchologion']
1539,Sinai Syr. 153,Syriac,"1,300 CE",['Horologion']
1540,Sinai Syr. 154,Syriac,"1,300 CE",['Irmologion']
1541,Sinai Syr. 155,Syriac,"1,256 CE",['Psalms']
1542,Sinai Syr. 156,Syriac,"1,285 CE",['Oktoechos']
1543,Sinai Syr. 157,Syriac,"1,260 CE",['Psalter']
1544,Sinai Syr. 158,Syriac,"1,275 CE",['Horologion']
1545,Sinai Syr. 159,Syriac,"1,260 CE","['Gospels (Matthew, John)']"
1546,Sinai Syr. 16,Syriac,600 CE,"['ff. 1-86 Lives of the Egyptian Fathers', 'ff. 87-93 Life of the Holy Nilus the Anchorite', 'ff. 93-105 The Apology of Aristides on behalf of the Christians', ""ff. 105-112 A discourse of Plutarch on the advantage to be derived from one's enemies"", 'ff. 112-121 A discourse of Pythagoras', 'ff. 121-126\xa0A discourse of Plutarch about asceticism', 'ff. 126-132\xa0A discourse of Plutarch about anger', 'ff. 132-140 A discourse of Lucian that we should not readily believe slander against our friends', 'ff. 140-143 Discourse of a Philosopher about the Soul', 'ff. 151-214 Mar John the Anchorite, Commentary on Ecclesiastes', 'ff. 214 ad finem; John Chrysostom, Commentaries on Matthew']"
1547,Sinai Syr. 160,Syriac,"1,300 CE",['Troparion']
1548,Sinai Syr. 161,Syriac,"1,300 CE",['Lections from the New Testament']
1549,Sinai Syr. 162,Syriac,"1,300 CE",['[Psalms and Cantica]']
1550,Sinai Syr. 163,Syriac,"1,300 CE",['Pentekostarion']
1551,Sinai Syr. 164,Syriac,"1,300 CE",['Troparion']
1552,Sinai Syr. 165,Syriac,"1,267 CE",['Psalms']
1553,Sinai Syr. 166,Syriac,"1,267 CE",['Horologion']
1554,Sinai Syr. 167,Syriac,"1,300 CE",['[Liturgical]']
1555,Sinai Syr. 168,Syriac,"1,300 CE",['[Liturgy]']
1556,Sinai Syr. 169,Syriac,"1,267 CE",['Horologion']
1557,Sinai Syr. 17,Syriac,800 CE,"['Gospels, Acts, Catholic Epistles, Pauline Epistles']"
1558,Sinai Syr. 170,Syriac,"1,300 CE",['[Psalms and Cantica]']
1559,Sinai Syr. 171,Syriac,"1,162 CE",['Euchologion']
1560,Sinai Syr. 172,Syriac,"1,300 CE",['Four Gospels (with harmony references)']
1561,Sinai Syr. 173,Syriac,"1,300 CE",['Euchologion']
1562,Sinai syr. 174,Syriac,"1,296 CE",['Euchologion']
1563,Sinai Syr. 176,Syriac,"1,300 CE",['[Psalms and Cantica]']
1564,Sinai Syr. 177,Syriac,"1,260 CE",['Euchologion']
1565,Sinai Syr. 178,Syriac,"1,300 CE",['Euchologion']
1566,Sinai Syr. 179,Syriac,"1,300 CE",['Horologion']
1567,Sinai Syr. 18,Syriac,"1,100 CE",['Menaion (1 Elul-5 Kanun)']
1568,Sinai Syr. 180,Syriac,"1,285 CE",['[Liturgical]']
1569,Sinai Syr. 181,Syriac,"1,300 CE",['Gospel lectionary']
1570,Sinai Syr. 182,Syriac,"1,253 CE",['Menaion (Ab)']
1571,Sinai Syr. 183,Syriac,"1,312 CE",['Triodion']
1572,Sinai Syr. 184,Syriac,"1,220 CE",['[Liturgial]']
1573,Sinai Syr. 185,Syriac,"1,300 CE",['Menaion']
1574,Sinai Syr. 186,Syriac,"1,238 CE",['[Liturgical]']
1575,Sinai Syr. 187,Syriac,"1,160 CE",['Parakletike']
1576,Sinai Syr. 188,Syriac,"1,250 CE",['Menaion (Tishri I)']
1577,Sinai Syr. 189,Syriac,"1,300 CE","['Synaxarion, or Lectionary according to the Order of the Greeks']"
1578,Sinai Syr. 19,Syriac,700 CE,['Book of Homilies on the Song of Songs']
1579,Sinai Syr. 190,Syriac,"1,300 CE",['Triodion']
1580,Sinai Syr. 191,Syriac,"1,300 CE","['Menaion (Kanun II, 1-27)']"
1581,Sinai Syr. 192,Syriac,"1,243 CE",['Typikon']
1582,Sinai Syr. 193,Syriac,"1,300 CE",['[Liturgical]']
1583,Sinai Syr. 194,Syriac,"1,300 CE",['Lectionary (Old Testament)']
1584,Sinai Syr. 195,Syriac,"1,257 CE",['Menaion (Elul)']
1585,Sinai Syr. 196,Syriac,"1,292 CE",['[Liturgical]']
1586,Sinai Syr. 197,Syriac,"1,252 CE",['Oktoechos']
1587,Sinai Syr. 199,Syriac,"1,259 CE",['[Prophetologion?]']
1588,Sinai Syr. 2,Syriac,500 CE,['Gospels (Peshitta)']
1589,Sinai Syr. 20,Syriac,"1,015 CE",['Lections for the entire year']
1590,Sinai Syr. 200,Syriac,"1,300 CE",['Gospel Lectionary']
1591,Sinai Syr. 201,Syriac,"1,300 CE",['Psalms']
1592,Sinai Syr. 202,Syriac,"1,300 CE",['[Liturgical]']
1593,Sinai Syr. 203,"Arabic, Syriac","1,290 CE",['Kanonarion']
1594,Sinai Syr. 204,Syriac,"1,300 CE","['Menaion, Maronite rite (1 Elul - 29 Ab)']"
1595,Sinai Syr. 205,Syriac,"1,300 CE",['Gospels']
1596,Sinai Syr. 206,Syriac,"1,300 CE",['Menaion (12-28 Sebat)']
1597,Sinai Syr. 207,Syriac,"1,286 CE",['Triodion']
1598,Sinai Syr. 208,Syriac,"1,224 CE",['Oktoechos']
1599,Sinai Syr. 209,Syriac,"1,300 CE",['Parakletike']
1600,Sinai Syr. 21,Syriac,"1,100 CE",['Lectionary (New Testament)']
1601,Sinai Syr. 210,Syriac,"1,296 CE",['Oktoechos']
1602,Sinai Syr. 211,Syriac,"1,300 CE",['Triodion']
1603,Sinai Syr. 212,Syriac,"1,255 CE",['Menaion (Month of Tamuz; In the cover are some early leaves with a Homily about the Calling of Moses and the Creation)']
1604,Sinai Syr. 213,Syriac,"1,200 CE",['Lectionary (Prophetologion)']
1605,Sinai Syr. 214,Syriac,"1,300 CE",['Lections from Acts and the Epistles']
1606,Sinai Syr. 215,Syriac,"1,219 CE",['Lectionary from the Acts and Epistles']
1607,SInai Syr. 216,Syriac,"1,300 CE",['Lectionary from the Gospels']
1608,Sinai Syr. 217,Syriac,"1,297 CE",['Lectionary of the Gospels']
1609,Sinai Syr. 218,Syriac,"1,300 CE",['Lectionary of the Acts and Epistles']
1610,Sinai Syr. 219,Syriac,"1,300 CE",['Lectionary of the Gospels']
1611,Sinai Syr. 22,Syriac,"1,200 CE",['Menaion (8 Kanun II and 15 Ab)']
1612,Sinai Syr. 220,Syriac,"1,261 CE",['Kanonarion']
1613,Sinai Syr. 221,Syriac,"1,300 CE",['Sticherarion']
1614,Sinai Syr. 222,Syriac,"1,267 CE",['Lectionary of the Gospels']
1615,Sinai Syr. 223,Syriac,"1,300 CE",['Synaxarion']
1616,Sinai Syr. 224,Syriac,"1,300 CE",['Euchologion']
1617,Sinai Syr. 225,Syriac,"1,300 CE",['[Psalms and Cantica]']
1618,Sinai Syr. 226,Syriac,"1,300 CE",['Hymns and canons']
1619,Sinai Syr. 227,Syriac,"1,293 CE",['Lectionary of the Acts and Epistles']
1620,Sinai Syr. 228,Syriac,"1,300 CE",['Praxapostolos']
1621,Sinai Syr. 229,Syriac,"1,300 CE",['Lectionary of the Acts and Epistles']
1622,Sinai Syr. 23,Syriac,800 CE,['The Book of the Egyptian solitaries']
1623,Sinai Syr. 230,Syriac,"1,300 CE",['Troparion']
1624,Sinai Syr. 231,Syriac,"1,300 CE",['The Four Gospels']
1625,Sinai Syr. 232,Syriac,"1,300 CE",['Troparion']
1626,Sinai Syr. 233,Syriac,"1,251 CE",['Menaion (month of Tishrin II)']
1627,Sinai Syr. 234,Syriac,"1,214 CE",['Prophetologion']
1628,Sinai Syr. 235,Syriac,"1,215 CE",['Acts of the Apostles']
1629,Sinai Syr. 236,Syriac,"1,294 CE",['Lectionary of the Gospels']
1630,Sinai Syr. 237,Syriac,"1,258 CE","[""Menaion ('Ab)""]"
1631,Sinai Syr. 238,Syriac,"1,300 CE",['Gospel Lectionary']
1632,Sinai Syr. 239,Syriac,"1,300 CE",['Euchologion']
1633,Sinai Syr. 24,Syriac,900 CE,"['The works of Mar Isaac', 'Extracts from stories of the Desert Fathers']"
1634,Sinai Syr. 240,Syriac,"1,331 CE",['Psalter']
1635,Sinai Syr. 241,Syriac,"1,635 CE",['Psalter']
1636,Sinai Syr. 243,"Christian Palestinian Aramaic, Syriac","1,300 CE",['Pentekostarion']
1637,Sinai Syr. 244,Syriac,"1,300 CE",['Psalter']
1638,Sinai Syr. 245,Syriac,"1,273 CE",['Psalter']
1639,Sinai Syr. 246,Syriac,"1,300 CE",['[Kontakion?]']
1640,Sinai Syr. 247,Syriac,"1,300 CE",['Psalter']
1641,Sinai Syr. 248,Syriac,"1,300 CE",['Pentekostarion']
1642,Sinai Syr. 249,Syriac,"1,300 CE",['Horologion']
1643,Sinai Syr. 25,Syriac,"1,100 CE",['Sticherarion']
1644,Sinai Syr. 250,Syriac,"1,300 CE",['Sticherarion']
1645,Sinai Syr. 251,Syriac,"1,300 CE",['[Liturgical]']
1646,Sinai Syr. 252,Syriac,"1,300 CE",['Pentekostarion']
1647,Sinai Syr. 253,Syriac,"1,277 CE",['Psalter']
1648,Sinai Syr. 254,Syriac,"1,300 CE",['[Liturgical]']
1649,Sinai Syr. 255,Syriac,"1,270 CE",['\u200bService for the dead']
1650,Sinai Syr. 256,Syriac,"1,240 CE",['Service and prayers for the dead']
1651,Sinai Syr. 257,Syriac,"1,196 CE",['Psalter']
1652,Sinai Syr. 258,Syriac,"1,239 CE",['Euchologion']
1653,Sinai Syr. 259,Syriac,"1,300 CE",['Lectionary of the Gospel for the whole year']
1654,Sinai Syr. 26,Syriac,800 CE,['Works for Mar Isaiah followed by an extract from John Chrysostom and a short life of the Apostle John']
1655,Sinai Syr. 260,Syriac,"1,182 CE",['Psalms']
1656,Sinai Syr. 261,Syriac,"1,234 CE",['Liturgical Hymns']
